title;year;rating;studio;duration;must_see;metascore;user_score;number_critics;number_users;genre;director;writer;summary
City Hall;2020;;Zipporah Films;4 h 32 m;True;88;6.2;17;11.0;Documentary;Frederick Wiseman;;City government touches almost every aspect of our lives. Most of us are unaware of or take for granted these necessary services such as police, fire, sanitation, veterans affairs, elder support, parks, licensing of various professional activities, record keeping of birth, marriage and death as wells as hundreds of other activities that support Boston residents and visitors. City Hall, by Frederick Wiseman, shows the efforts by Boston city government to provide these services. The film also illustrates the variety of ways the city administration enters into civil discourse with the citizens of Boston. Mayor Walsh and his administration are presented addressing a number of their policy priorities which include racial justice, affordable housing, climate action, and homeless. City Hall shows a city government successfully offering a wide variety of services to a diverse population..
Capote;2005;R;Metro-Goldwyn-Mayer Distributing Corporation (MGM);1 h 54 m;True;88;7.5;40;143.0;Biography, Crime, Drama, History;Bennett Miller;Dan Futterman, Gerald Clarke;"A profile of Truman Capote during the years he researched the story that was to become the basis for the book ""In Cold Blood."""
The Death of Stalin;2018;R;IFC Films;1 h 47 m;True;88;7.3;43;305.0;Comedy, Drama, History;Armando Iannucci;Fabien Nury, Thierry Robin, David Schneider, Ian Martin, Peter Fellows, Armando Iannucci;Moscow, 1953: when tyrannical dictator Joseph Stalin drops dead, his parasitic cronies square off in a frantic power struggle to be the next Soviet leader. Among the contenders are the dweeby Georgy Malenkov (Jeffrey Tambor), the wily Nikita Khrushchev (Steve Buscemi), and the sadistic secret police chief Lavrentiy Beria (Simon Russell Beale). But as they bumble, brawl, and backstab their way to the top, just who is running the government? [IFC Films].
Miracle on 34th Street;1947;Approved;Twentieth Century Fox;1 h 36 m;False;88;7.6;10;29.0;Comedy, Drama, Family;George Seaton;Valentine Davies, George Seaton;When a nice old man who claims to be Santa Claus is institutionalized as insane, a young lawyer decides to defend him by arguing in court that he is the real thing.
Strangers on a Train;1951;Approved;Warner Bros.;1 h 41 m;True;88;8.4;15;78.0;Crime, Drama, Film-Noir, Thriller;Alfred Hitchcock;Raymond Chandler, Czenzi Ormonde, Whitfield Cook, Patricia Highsmith, Ben Hecht;A psychotic socialite attempts to force a professional tennis star to prove a theory that two complete strangers can get away with murder.
Tulpan;2009;Not Rated;Zeitgeist Films;1 h 40 m;True;88;6.9;16;8.0;Comedy, Drama;Sergei Dvortsevoy;Gennadiy Ostrovskiy, Sergei Dvortsevoy;Following his Russian naval service, young dreamer Asa returns to his sister’s nomadic brood on the desolate Hunger Steppe to begin a hardscrabble career as a shepherd. But before he can tend a flock of his own, Asa must win the hand of the only eligible bachelorette for miles—his alluringly mysterious neighbor Tulpan.  Accompanied by his girlie mag-reading sidekick Boni (and a menagerie of adorable lambs, stampeding camels, mewing kittens and mischievous children), Asa will stop at nothing to prove he is a worthy husband and herder.  (Zeitgeist Films).
Manuscripts Don't Burn;2014;Not Rated;Kino Lorber;2 h 5 m;False;88;5.9;10;14.0;Drama, Thriller;Mohammad Rasoulof;Mohammad Rasoulof;Clandestinely produced in disavowal of a 20-year filmmaking ban passed down by the Iranian authorities, the scathing Manuscripts Don’t Burn brings a whole new level of clarity and audacity to Mohommad Rasoulof’s already laudable career. Drawing from the true story of the government’s attempted 1995 murder of several prominent writers and intellectuals, Rasoulof imagines a repressive regime so pervasive that even the morally righteous are subsumed or cast aside. A lacerating and slow-burning thriller filmed in a frigid palate of blues and greys, Manuscripts Don’t Burn is perhaps the most subversive and incendiary j’accuse lodged against an authoritarian regime since the fall of the Soviet Union. [Kino Lorber].
In Transit;2017;;Submarine Deluxe;1 h 16 m;False;88;4.8;10;;Documentary, News;Albert Maysles, Lynn True, David Usui, Nelson Walker III, Ben Wu;;In Transit journeys into the hearts and minds of everyday passengers aboard Amtrak's Empire Builder, the busiest long-distance train route in America. Captured in the tradition of Direct Cinema, the film unfolds as a series of interconnected vignettes, ranging from overheard conversations to moments of deep intimacy, in which passengers share their fears, hopes and dreams. In the space between stations, where 'real life' is suspended, we are swept into a fleeting community that transcends normal barriers, and where a peculiar atmosphere of contemplation and community develops. To some passengers, the train is flight and salvation, to others it is reckoning and loss. But for all, it is a place for personal reflection and connecting with others they may otherwise never know..
Three Billboards Outside Ebbing, Missouri;2017;R;Fox Searchlight Pictures;1 h 55 m;True;88;7.8;50;1.0;Comedy, Crime, Drama;Martin McDonagh;Martin McDonagh;After months have passed without a culprit in her daughter’s murder case, Mildred Hayes (Frances McDormand) makes a bold move, painting three signs leading into her town with a controversial message directed at William Willoughby (Woody Harrelson), the town's revered chief of police. When his second-in-command Officer Dixon (Sam Rockwell), an immature mother’s boy with a penchant for violence, gets involved, the battle between Mildred and Ebbing's law enforcement is only exacerbated..
Quest;2017;;First Run Features;1 h 44 m;True;88;7.2;18;5.0;Documentary, Family, Music;Jonathan Olshefski;;"Filmed with vérité intimacy for nearly a decade, Quest is the moving portrait of the Rainey family living in North Philadelphia. Beginning at the dawn of the Obama presidency, Christopher ""Quest"" Rainey, and his wife, Christine'a ""Ma Quest"" raise a family while nurturing a community of hip hop artists in their home music studio. It's a safe space where all are welcome, but this creative sanctuary can't always shield them from the strife that grips their neighborhood. Epic in scope, Quest is a vivid illumination of race and class in America, and a testament to love, healing and hope. [First Run Features]."
Au Revoir les Enfants;1988;PG;Orion Classics;1 h 44 m;True;88;7.9;18;7.0;Drama, War;Louis Malle;Louis Malle;A French boarding school run by priests seems to be a haven from World War II until a new student arrives. He becomes the roommate of the top student in his class. Rivals at first, the roommates form a bond and share a secret.
Overlord [re-release];2006;Not Rated;Janus Films;1 h 23 m;False;88;8.0;8;;Drama, History, War;Stuart Cooper;Christopher Hudson, Stuart Cooper;Winner of the Silver Bear at the 1975 Berlin Film Festival, Overlord tells one soldier's story from his induction into the British army to the battle on the beaches at Normandy on D-Day, June 6, 1944.
A Film Unfinished;2010;Unrated;Oscilloscope;1 h 28 m;True;88;7.2;19;15.0;Documentary, Drama, History;Yael Hersonski;Yael Hersonski;"Yael Hersonski's powerful documentary achieves a remarkable feat through its penetrating look at another film-the now-infamous Nazi-produced film about the Warsaw Ghetto. Discovered after the war, the unfinished work, with no soundtrack, quickly became a resource for historians seeking an authentic record, despite its elaborate propagandistic construction. The later discovery of a long-missing reel complicated earlier readings, showing the manipulations of camera crews in these ""everyday"" scenes. Well-heeled Jews attending elegant dinners and theatricals (while callously stepping over the dead bodies of compatriots) now appeared as unwilling, but complicit, actors, alternately fearful and in denial of their looming fate.."
Things to Come;2016;PG-13;Sundance Selects;1 h 42 m;True;88;7.0;28;55.0;Drama;Mia Hansen-Løve;Mia Hansen-Løve;What happens when the life you’ve worked so hard to build falls apart all at once? Nathalie (Isabelle Huppert) is a philosophy teacher with a seemingly settled existence, juggling a rich life of the mind with the day-to-day demands of career and family—including frequent visits to her drama queen mother (Édith Scob). But beginning with the bombshell revelation that her husband of twenty-five years is leaving her, one by one the pillars of Nathalie’s life start to crumble. For the first time in ages, she finds herself adrift, but also with a newfound sense of liberation. With nothing to hold her back, Nathalie sets out to define this new phase of her life and to rediscover herself. [IFC Films].
The Grand Budapest Hotel;2014;R;Fox Searchlight Pictures;1 h 39 m;True;88;8.4;48;1.0;Adventure, Comedy, Crime;Wes Anderson;Stefan Zweig, Hugo Guinness, Wes Anderson;The Grand Budapest Hotel recounts the adventures of M. Gustave, a legendary concierge at a famous European hotel between the wars, and Zero Moustafa, the lobby boy who becomes his most trusted friend. The story involves the theft and recovery of a priceless Renaissance painting and the battle for an enormous family fortune—all against the back-drop of a suddenly and dramatically changing continent. [Fox Searchlight].
Winter Sleep;2014;Not Rated;Adopt Films;3 h 16 m;True;88;8.4;27;121.0;Drama;Nuri Bilge Ceylan;Ebru Ceylan, Anton Chekhov, Nuri Bilge Ceylan;Aydin (Haluk Bilginer), a former actor, runs a small hotel in central Anatolia with his young wife Nihal with whom he has a stormy relationship and his sister Necla who is suffering from her recent divorce. In winter as the snow begins to fall, the hotel turns into a shelter but also an inescapable place that fuels their animosities.
A Star Is Born;2018;R;Warner Bros.;2 h 16 m;True;88;8.4;60;1.0;Drama, Music, Romance;Bradley Cooper;Eric Roth, Will Fetters, Moss Hart, John Gregory Dunne, Joan Didion, Frank Pierson, William A. Wellman, Robert Carson, Bradley Cooper;"In this new take on the tragic love story, seasoned musician Jackson Maine (Bradley Cooper) discovers—and falls in love with—struggling artist Ally (Lady Gaga). She has just about given up on her dream to make it big as a singer… until Jack coaxes her into the spotlight. But even as Ally’s career takes off, the personal side of their relationship is breaking down, as Jack fights an ongoing battle with his own internal demons. [Warner Bros.]

 

."
Citizenfour;2014;R;RADiUS-TWC;1 h 54 m;True;88;7.6;38;161.0;Documentary, Biography;Laura Poitras;;In January 2013, filmmaker Laura Poitras was in the process of constructing a film about abuses of national security in post-9/11 America when she started receiving encrypted e-mails from someone identifying himself as “citizen four,” who was ready to blow the whistle on the massive covert surveillance programs run by the NSA and other intelligence agencies. In June 2013, she and reporter Glenn Greenwald flew to Hong Kong for the first of many meetings with the man who turned out to be Edward Snowden. She brought her camera with her. [RADiUS-TWC].
Time Out;2002;PG-13;THINKFilm;2 h 14 m;True;88;6.8;30;12.0;Drama;Laurent Cantet;Robin Campillo, Laurent Cantet;After losing his job, Vincent (Recoing) can't bring himself to tell his wife (Viard) and children, so he wanders around France during the day, while they think he's at work, and finds himself on a moral and ethical journey of conscience that challenges the notions he's formed about life.  (ThinkFilm)
Away from Her;2007;PG-13;Lionsgate Films;1 h 50 m;True;88;7.8;36;40.0;Drama;Sarah Polley;Alice Munro, Sarah Polley;"This beautiful yet unconventional story of a couple coming to grips with the onset of memory loss is adapted from celebrated author Alice Munro's short story ""The Bear Came Over the Mountain.""  (Lionsgate)"
